ID	CHR	BP	P	tissue	BPcum	disease
PPIL1	6	36822603	0.972498	Plasma	1098626759	Gout
MYO6	6	76458909	0.871995	Plasma	1138263065	Gout
SERPINB1	6	2832566	0.877	Plasma	1064636722	Gout
ACOT13	6	24667263	0.339	Plasma	1086471419	Gout
BTN3A3	6	26440700	0.0000166	Plasma	1088244856	Gout
PILRA	7	99965153	0.6278	Plasma	1332653692	Gout
HSPB1	7	75931990	0.2475	Plasma	1308620529	Gout
TBL2	7	72981867	0.2578	Plasma	1305670406	Gout
PCOLCE	7	100199986	0.8376	Plasma	1332888525	Gout
ASL	7	65540787	0.4225	Plasma	1298229326	Gout
BLVRA	7	43798279	0.3572	Plasma	1276486818	Gout
BPGM	7	134331563	0.1165	Plasma	1367020102	Gout
CROT	7	86974980	0.7996	Plasma	1319663519	Gout
VOPP1	7	55503749	0.9126	Plasma	1288192288	Gout
VWC2	7	49813234	0.8873	Plasma	1282501773	Gout
BMPER	7	33943920	0.102	Plasma	1266632459	Gout
AOC1	7	150521715	0.4563	Plasma	1383210254	Gout
PGAM2	7	44102326	0.3597	Plasma	1276790865	Gout
EPHB4	7	100400187	0.5567	Plasma	1333088726	Gout
GUSB	7	65425671	0.4933	Plasma	1298114210	Gout
AKR1B1	7	134127108	0.5426	Plasma	1366815647	Gout
SFRP4	7	37945534	0.3658	Plasma	1270634073	Gout
NCF1	7	74188309	0.8031	Plasma	1306876848	Gout
AKR1D1	7	137687070	0.0986	Plasma	1370375609	Gout
UPP1	7	48128225	0.0831	Plasma	1280816764	Gout
PLXNA4	7	131808091	0.7228	Plasma	1364496630	Gout
INHBA	7	41706766	0.6593	Plasma	1274395305	Gout
IGFBP3	7	45951844	0.3979	Plasma	1278640383	Gout
EGFR	7	55086710	0.8808	Plasma	1287775249	Gout
SHH	7	155592674	0.7338	Plasma	1388281213	Gout
MET	7	116312250	0.2347	Plasma	1349000789	Gout
SERPINE1	7	100770385	0.763	Plasma	1333458924	Gout
CD36	7	79998891	0.7305	Plasma	1312687430	Gout
PTN	7	136912088	0.6117	Plasma	1369600627	Gout
PRSS1	7	142457319	0.613	Plasma	1375145858	Gout
RARRES2	7	150035406	0.1708	Plasma	1382723945	Gout
EPHA1	7	143087382	0.0975	Plasma	1375775921	Gout
SBDS	7	66452667	0.2474	Plasma	1299141206	Gout
PRSS2	7	142468247	0.4683	Plasma	1375156786	Gout
SEMA3E	7	82992554	0.5261	Plasma	1315681093	Gout
PIP	7	142829170	0.386	Plasma	1375517709	Gout
CCDC126	7	23637001	0.7581	Plasma	1256325540	Gout
PILRA	7	99965153	0.6394	Plasma	1332653692	Gout
SEMA3C	7	80371854	0.2296	Plasma	1313060393	Gout
NPTX2	7	98246597	0.8587	Plasma	1330935136	Gout
TRIL	7	28992974	0.9744	Plasma	1261681513	Gout
CHST12	7	2443223	0.1672	Plasma	1235131762	Gout
SNX8	7	2291405	0.3093	Plasma	1234979944	Gout
CNTNAP2	7	145813094	0.1435	Plasma	1378501633	Gout
TPST1	7	65670304	0.7514	Plasma	1298358843	Gout
ADAM22	7	87563458	0.4164	Plasma	1320251997	Gout
GPNMB	7	23275586	0.7436	Plasma	1255964125	Gout
GPNMB	7	23275586	0.3575	Plasma	1255964125	Gout
CPA4	7	129932974	0.9941	Plasma	1362621513	Gout
AZGP1	7	99564343	0.979	Plasma	1332252882	Gout
TAC1	7	97361396	0.8903	Plasma	1330049935	Gout
NT5C3A	7	33053742	0.5475	Plasma	1265742281	Gout
POR	7	75528518	0.3343	Plasma	1308217057	Gout
EPHB6	7	142552823	0.1423	Plasma	1375241362	Gout
SCARA5	8	27727400	0.21096	Plasma	1419238826	Gout
DECR1	8	91013633	0.24003	Plasma	1482525059	Gout
WISP1	8	134203282	0.45497	Plasma	1525714708	Gout
DOK2	8	21766384	0.757	Plasma	1413277810	Gout
HRSP12	8	99114572	0.27961	Plasma	1490625998	Gout
MSR1	8	15965387	0.41582	Plasma	1407476813	Gout
GPT	8	145728356	0.11737	Plasma	1537239782	Gout
UNC5D	8	35092993	0.17748	Plasma	1426604419	Gout
CDH17	8	95139390	0.81887	Plasma	1486650816	Gout
RAB2A	8	61429495	0.16856	Plasma	1452940921	Gout
IMPA1	8	82569149	0.7759	Plasma	1474080575	Gout
ZFAND1	8	82613569	0.75227	Plasma	1474124995	Gout
GSR	8	30535583	0.48516	Plasma	1422047009	Gout
DOK2	8	21766384	0.06321	Plasma	1413277810	Gout
PLAT	8	42032236	0.67152	Plasma	1433543662	Gout
GFRA2	8	21547910	0.6625	Plasma	1413059336	Gout
ANGPT2	8	6357153	0.37895	Plasma	1397868579	Gout
NOV	8	120428686	0.00138	Plasma	1511940112	Gout
SFRP1	8	41119481	0.95966	Plasma	1432630907	Gout
MATN2	8	98881068	0.19056	Plasma	1490392494	Gout
BMP1	8	22022653	0.58232	Plasma	1413534079	Gout
CA13	8	86132816	0.85076	Plasma	1477644242	Gout
LYN	8	56792394	0.61151	Plasma	1448303820	Gout
CA3	8	86285665	0.13675	Plasma	1477797091	Gout
CA1	8	86239837	0.49803	Plasma	1477751263	Gout
FGFR1	8	38257733	0.97613	Plasma	1429769159	Gout
FGL1	8	17721889	0.20468	Plasma	1409233315	Gout
ST3GAL1	8	134467091	0.29039	Plasma	1525978517	Gout
YWHAZ	8	101928751	0.98408	Plasma	1493440177	Gout
DEFB1	8	6728114	0.74465	Plasma	1398239540	Gout
ASPH	8	62413115	0.45625	Plasma	1453924541	Gout
RMDN1	8	87480486	0.35285	Plasma	1478991912	Gout
FUT10	8	33228342	0.0101	Plasma	1424739768	Gout
CTSB	8	11700033	0.0954	Plasma	1403211459	Gout
TNFRSF11B	8	119935796	0.27541	Plasma	1511447222	Gout
RSPO2	8	108911544	0.26353	Plasma	1500422970	Gout
RIPK2	8	90770034	0.51322	Plasma	1482281460	Gout
PENK	8	57349233	0.37029	Plasma	1448860659	Gout
IMPAD1	8	57870490	0.36788	Plasma	1449381916	Gout
GGH	8	63927440	0.04976	Plasma	1455438866	Gout
CPQ	8	97657470	0.69262	Plasma	1489168896	Gout
PDGFRL	8	17433942	0.54473	Plasma	1408945368	Gout
TNFRSF10D	8	22993101	0.48439	Plasma	1414504527	Gout
PTGDS	9	139869544	0.05718	Plasma	1677658734	Gout
SVEP1	9	113127528	0.07171	Plasma	1650916718	Gout
SVEP1	9	113127528	0.05461	Plasma	1650916718	Gout
B4GALT1	9	33104080	0.53822	Plasma	1570893270	Gout
FCN2	9	137772656	0.37383	Plasma	1675561846	Gout
CNTFR	9	34551430	0.98562	Plasma	1572340620	Gout
C8G	9	139839637	0.41011	Plasma	1677628827	Gout
AMBP	9	116822407	0.52978	Plasma	1654611597	Gout
GLIPR2	9	36136533	0.24838	Plasma	1573925723	Gout
ALAD	9	116148592	0.69984	Plasma	1653937782	Gout
FCN1	9	137795078	0.38143	Plasma	1675584268	Gout
TMEFF1	9	103235431	0.62559	Plasma	1641024621	Gout
NUDT2	9	34329504	0.02168	Plasma	1572118694	Gout
GSN	9	123970072	0.08735	Plasma	1661759262	Gout
PHPT1	9	139743176	0.02694	Plasma	1677532366	Gout
ADAMTSL1	9	17906561	0.33156	Plasma	1555695751	Gout
OGN	9	95145550	0.27111	Plasma	1632934740	Gout
GOLM1	9	88641061	0.8055	Plasma	1626430251	Gout
NANS	9	100819014	0.52042	Plasma	1638608204	Gout
IL11RA	9	34650699	0.23777	Plasma	1572439889	Gout
SH3GLB2	9	131769315	0.93585	Plasma	1669558505	Gout
GRHPR	9	37422663	0.9718	Plasma	1575211853	Gout
PSAT1	9	80912041	0.22529	Plasma	1618701231	Gout
AIF1L	9	133971863	0.62009	Plasma	1671761053	Gout
SPINK4	9	33218363	0.14963	Plasma	1571007553	Gout
PTGR1	9	114312002	0.58941	Plasma	1652101192	Gout
C5	9	123714613	0.85566	Plasma	1661503803	Gout
C5	9	123714613	0.13518	Plasma	1661503803	Gout
TNFSF15	9	117546932	0.74647	Plasma	1655336122	Gout
PDCD1LG2	9	5510531	0.63012	Plasma	1543299721	Gout
ADAMTS13	9	136279478	0.93642	Plasma	1674068668	Gout
FCN2	9	137772656	0.48191	Plasma	1675561846	Gout
CTSV	9	99791959	0.80191	Plasma	1637581149	Gout
TNFSF8	9	117655623	0.1485	Plasma	1655444813	Gout
TEK	9	27109139	0.58267	Plasma	1564898329	Gout
PAPPA	9	118916070	0.24721	Plasma	1656705260	Gout
TNC	9	117781854	0.5169	Plasma	1655571044	Gout
GSN	9	123970072	0.32396	Plasma	1661759262	Gout
NTRK2	9	87283466	0.71115	Plasma	1625072656	Gout
ENG	9	130577292	0.79771	Plasma	1668366482	Gout
ANXA1	9	75766781	0.64482	Plasma	1613555971	Gout
AK1	9	130628765	0.47424	Plasma	1668417955	Gout
CD274	9	5450503	0.65114	Plasma	1543239693	Gout
NOTCH1	9	139388885	0.23753	Plasma	1677178075	Gout
GAS1	9	89559277	0.00246	Plasma	1627348467	Gout
OBP2B	9	136080664	0.57996	Plasma	1673869854	Gout
OLFM1	9	137967268	0.4799	Plasma	1675756458	Gout
SEMA4D	9	91975702	0.207	Plasma	1629764892	Gout
ADAMTSL2	9	136397286	0.4129	Plasma	1674186476	Gout
ASPN	9	95218487	0.30073	Plasma	1633007677	Gout
ST6GALNAC6	9	130647600	0.18522	Plasma	1668436790	Gout
ROR2	9	94325373	0.00161	Plasma	1632114563	Gout
DPP7	9	140004998	0.03398	Plasma	1677794188	Gout
QSOX2	9	139098179	0.75605	Plasma	1676887369	Gout
COL15A1	9	101705461	0.32029	Plasma	1639494651	Gout
GOLM1	9	88641061	0.82288	Plasma	1626430251	Gout
TMEM2	9	74298282	0.91383	Plasma	1612087472	Gout
CEL	9	135937368	0.39452	Plasma	1673726558	Gout
MTAP	9	21802635	0.44654	Plasma	1559591825	Gout
ABO	9	136108665	0.0281	Plasma	1673897855	Gout
MSMB	10	51562515	0.58279	Plasma	1730458342	Gout
UCMA	10	13263766	0.8314	Plasma	1692159593	Gout
FGFBP3	10	93666341	0.3969	Plasma	1772562168	Gout
PDLIM1	10	96997329	0.18665	Plasma	1775893156	Gout
C10orf54	10	73507313	0.07025	Plasma	1752403140	Gout
RGS10	10	121259329	0.51731	Plasma	1800155156	Gout
GSTO1	10	105995114	0.13792	Plasma	1784890941	Gout
PLEKHA1	10	124134212	0.15184	Plasma	1803030039	Gout
ARL3	10	104433488	0.53557	Plasma	1783329315	Gout
KIAA1279	10	70748559	0.75882	Plasma	1749644386	Gout
FAM213A	10	82167585	0.05871	Plasma	1761063412	Gout
IL15RA	10	5985602	0.61199	Plasma	1684881429	Gout
C10orf54	10	73507313	0.04045	Plasma	1752403140	Gout
ANXA7	10	75134859	0.48049	Plasma	1754030686	Gout
UNC5B	10	72972327	0.97528	Plasma	1751868154	Gout
PNLIPRP2	10	118380465	0.74587	Plasma	1797276292	Gout
HTRA1	10	124218067	0.4603	Plasma	1803113894	Gout
AKR1C3	10	5077546	0.88998	Plasma	1683973373	Gout
RBM17	10	6130997	0.28564	Plasma	1685026824	Gout
ANXA11	10	81910645	0.00235	Plasma	1760806472	Gout
SAR1A	10	71907045	0.44831	Plasma	1750802872	Gout
NUDT5	10	12207329	0.83403	Plasma	1691103156	Gout
NMT2	10	15144583	0.15425	Plasma	1694040410	Gout
IDI2	10	1064850	0.34808	Plasma	1679960677	Gout
ANXA7	10	75134859	0.88491	Plasma	1754030686	Gout
AKR1C4	10	5237425	0.50975	Plasma	1684133252	Gout
ADK	10	75910960	0.06358	Plasma	1754806787	Gout
SRGN	10	70847859	0.24576	Plasma	1749743686	Gout
SFTPD	10	81697223	0.3386	Plasma	1760593050	Gout
GDI2	10	5807186	0.88973	Plasma	1684703013	Gout
MBL2	10	54525140	0.49101	Plasma	1733420967	Gout
IL2RA	10	6052652	0.29855	Plasma	1684948479	Gout
ASAH2	10	51942538	0.85807	Plasma	1730838365	Gout
RET	10	43572512	0.47065	Plasma	1722468339	Gout
GFRA1	10	117816436	0.14337	Plasma	1796712263	Gout
IL15RA	10	5985602	0.62138	Plasma	1684881429	Gout
CXCL12	10	44865613	0.36231	Plasma	1723761440	Gout
DKK1	10	54074041	0.02775	Plasma	1732969868	Gout
CDNF	10	14861244	0.97965	Plasma	1693757071	Gout
PPIF	10	81107225	0.31493	Plasma	1760003052	Gout
FAS	10	90750288	0.04475	Plasma	1769646115	Gout
SPOCK2	10	73818792	0.53214	Plasma	1752714619	Gout
NRP1	10	33466420	0.49629	Plasma	1712362247	Gout
MINPP1	10	89264632	0.31436	Plasma	1768160459	Gout
CRTAC1	10	99624757	0.62976	Plasma	1778520584	Gout
PNLIPRP1	10	118349897	0.271	Plasma	1797245724	Gout
ST8SIA6	10	17357420	0.87618	Plasma	1696253247	Gout
VWA2	10	115999013	0.31046	Plasma	1794894840	Gout
ENTPD1	10	97471536	0.15401	Plasma	1776367363	Gout
LIPN	10	90519739	0.37695	Plasma	1769415566	Gout
PRDX3	10	120927232	0.61597	Plasma	1799823059	Gout
ITIH2	10	7745279	0.4824	Plasma	1686641106	Gout
FAS	10	90750288	0.04641	Plasma	1769646115	Gout
XPNPEP1	10	111624524	0.4104	Plasma	1790520351	Gout
PLAU	10	75668935	0.45483	Plasma	1754564762	Gout
ITIH5	10	7601232	0.5216	Plasma	1686497059	Gout
CLMP	11	122940580	0.62225	Plasma	1937203811	Gout
APLP2	11	129938042	0.22202	Plasma	1944201273	Gout
HTATIP2	11	20385231	0.581899	Plasma	1834648462	Gout
SERPINH1	11	75273101	0.680791	Plasma	1889536332	Gout
SMPD1	11	6411670	0.648789	Plasma	1820674901	Gout
NTM	11	131240373	0.100821	Plasma	1945503604	Gout
KIAA1549L	11	33397654	0.540113	Plasma	1847660885	Gout
TALDO1	11	747415	0.973223	Plasma	1815010646	Gout
CD59	11	33724556	0.726589	Plasma	1847987787	Gout
HMBS	11	118955576	0.776504	Plasma	1933218807	Gout
CBL	11	119077008	0.114377	Plasma	1933340239	Gout
UBASH3B	11	122526430	0.190134	Plasma	1936789661	Gout
TRIM3	11	6469843	0.302904	Plasma	1820733074	Gout
ARRB1	11	74971166	0.969763	Plasma	1889234397	Gout
SWAP70	11	9685624	0.002124	Plasma	1823948855	Gout
AP2A2	11	924894	0.309279	Plasma	1815188125	Gout
RELT	11	73087444	0.831774	Plasma	1887350675	Gout
APOA5	11	116660083	0.042043	Plasma	1930923314	Gout
LDHA	11	18416107	0.662733	Plasma	1832679338	Gout
CD248	11	66081965	0.040447	Plasma	1880345196	Gout
FOLR3	11	71825915	0.852531	Plasma	1886089146	Gout
SAA4	11	18252902	0.073925	Plasma	1832516133	Gout
FOLR2	11	71927645	0.127645	Plasma	1886190876	Gout
PDGFD	11	103777917	0.281301	Plasma	1918041148	Gout
CALCB	11	14926543	0.764045	Plasma	1829189774	Gout
GIF	11	59596746	0.437559	Plasma	1873859977	Gout
APOA4	11	116691416	0.543868	Plasma	1930954647	Gout
TPP1	11	6633999	0.665419	Plasma	1820897230	Gout
PDHX	11	34937376	0.074919	Plasma	1849200607	Gout
RDX	11	109735021	0.074323	Plasma	1923998252	Gout
SAA2	11	18260770	0.618169	Plasma	1832524001	Gout
CYB5R2	11	7686331	0.399225	Plasma	1821949562	Gout
NAP1L4	11	2965661	0.454327	Plasma	1817228892	Gout
LRP4	11	46878268	0.300691	Plasma	1861141499	Gout
TCN1	11	59620273	0.124429	Plasma	1873883504	Gout
LAYN	11	111411005	0.328941	Plasma	1925674236	Gout
MMP7	11	102391239	0.433301	Plasma	1916654470	Gout
JAM3	11	133938966	0.467818	Plasma	1948202197	Gout
IL18BP	11	71709659	0.302857	Plasma	1885972890	Gout
LYVE1	11	10578513	0.263354	Plasma	1824841744	Gout
CNTN5	11	98891679	0.675092	Plasma	1913154910	Gout
CADM1	11	115039938	0.705617	Plasma	1929303169	Gout
CAT	11	34460481	0.46974	Plasma	1848723712	Gout
DKK3	11	11977754	0.248021	Plasma	1826240985	Gout
F2	11	46740746	0.509593	Plasma	1861003977	Gout
SPON1	11	13984270	0.441236	Plasma	1828247501	Gout
PCSK7	11	117075053	0.102364	Plasma	1931338284	Gout
SERPING1	11	57364860	0.027766	Plasma	1871628091	Gout
MMP12	11	102733467	0.600385	Plasma	1916996698	Gout
NCAM1	11	112831969	0.535821	Plasma	1927095200	Gout
CDON	11	125825691	0.165547	Plasma	1940088922	Gout
GSTP1	11	67351213	0.629366	Plasma	1881614444	Gout
MMP1	11	102660132	0.281112	Plasma	1916923363	Gout
MMP13	11	102813724	0.185219	Plasma	1917076955	Gout
F2	11	46740746	0.849772	Plasma	1861003977	Gout
PRCP	11	82533978	0.82935	Plasma	1896797209	Gout
CHRDL2	11	74407474	0.972269	Plasma	1888670705	Gout
OAF	11	120081740	0.454499	Plasma	1934344971	Gout
APOC3	11	116700422	0.026698	Plasma	1930963653	Gout
NELL1	11	20691097	0.185745	Plasma	1834954328	Gout
B3GAT3	11	62382768	0.141724	Plasma	1876645999	Gout
LRRC32	11	76368568	0.422885	Plasma	1890631799	Gout
C1QTNF5	11	119209652	0.059254	Plasma	1933472883	Gout
ESAM	11	124622479	0.157	Plasma	1938885710	Gout
TMEM132A	11	60691932	0.841562	Plasma	1874955163	Gout
FJX1	11	35640008	0.050564	Plasma	1849903239	Gout
ADM	11	10326620	0.028259	Plasma	1824589851	Gout
CRTAM	11	122709208	0.219904	Plasma	1936972439	Gout
PTPRJ	11	48002110	0.695156	Plasma	1862265341	Gout
MRVI1	11	10594638	0.216103	Plasma	1824857869	Gout
KDELC2	11	108342839	0.938765	Plasma	1922606070	Gout
C11orf68	11	65684281	0.000126	Plasma	1879947512	Gout
NTM	11	131240373	0.121951	Plasma	1945503604	Gout
MMP10	11	102641233	0.200221	Plasma	1916904464	Gout
MMP8	11	102582527	0.103435	Plasma	1916845758	Gout
CTSF	11	66330935	0.390393	Plasma	1880594166	Gout
PDGFD	11	103777917	0.42364	Plasma	1918041148	Gout
LRRC4C	11	40135753	0.60986	Plasma	1854398984	Gout
ARHGAP1	11	46698630	0.529317	Plasma	1860961861	Gout
TIRAP	11	126152960	0.268668	Plasma	1940416191	Gout
CDHR5	11	616577	0.023996	Plasma	1814879808	Gout
SAA1	11	18287807	0.601223	Plasma	1832551038	Gout
ENO2	12	7022909	0.507	Plasma	1956217815	Gout
TMED2	12	124069080	0.00228	Plasma	2073263986	Gout
CLEC12A	12	10103915	0.177	Plasma	1959298821	Gout
SELPLG	12	109015671	0.277	Plasma	2058210577	Gout
RECQL	12	21621844	0.0629	Plasma	1970816750	Gout
TESC	12	117476728	0.163	Plasma	2066671634	Gout
LUM	12	91496406	0.932	Plasma	2040691312	Gout
TMEM132D	12	129556270	0.173	Plasma	2078751176	Gout
ARHGEF25	12	58003963	0.0000143	Plasma	2007198869	Gout
GPD1	12	50497765	0.949	Plasma	1999692671	Gout
PSMD9	12	122326638	0.645	Plasma	2071521544	Gout
IGFBP6	12	53491220	0.308	Plasma	2002686126	Gout
PIANP	12	6802957	0.19	Plasma	1955997863	Gout
AMIGO2	12	47469490	0.412	Plasma	1996664396	Gout
EIF4B	12	53400066	0.0697	Plasma	2002594972	Gout
INHBC	12	57828567	1.63E-22	Plasma	2007023473	Gout
LGR5	12	71833578	0.468	Plasma	2021028484	Gout
ACVRL1	12	52300692	0.217	Plasma	2001495598	Gout
PFKM	12	48498922	0.681	Plasma	1997693828	Gout
RAB21	12	72148643	0.407	Plasma	2021343549	Gout
FKBP4	12	2904136	0.384	Plasma	1952099042	Gout
HEBP1	12	13127804	0.88	Plasma	1962322710	Gout
COL2A1	12	48366750	0.0992	Plasma	1997561656	Gout
USP15	12	62654119	0.305	Plasma	2011849025	Gout
ERBB3	12	56470583	0.0196	Plasma	2005665489	Gout
TNFRSF1A	12	6437923	0.0697	Plasma	1955632829	Gout
CNTN1	12	41086241	0.293	Plasma	1990281147	Gout
LTA4H	12	96394531	0.17	Plasma	2045589437	Gout
LRIG3	12	59265931	0.547	Plasma	2008460837	Gout
NTN4	12	96051583	0.00763	Plasma	2045246489	Gout
NTF3	12	5541274	0.151	Plasma	1954736180	Gout
PEBP1	12	118573929	1	Plasma	2067768835	Gout
TPI1	12	6976283	0.318	Plasma	1956171189	Gout
CLEC1B	12	10138241	0.211	Plasma	1959333147	Gout
PLXNC1	12	94542353	0.619	Plasma	2043737259	Gout
TAPBPL	12	6560856	0.125	Plasma	1955755762	Gout
HSP90B1	12	104323885	0.613	Plasma	2053518791	Gout
INHBC	12	57828567	0.0465	Plasma	2007023473	Gout
MMP19	12	56229217	0.4	Plasma	2005424123	Gout
PMEL	12	56347889	0.798	Plasma	2005542795	Gout
MGP	12	15033798	0.65	Plasma	1964228704	Gout
TMEM132C	12	128751715	0.904	Plasma	2077946621	Gout
CHST11	12	104849073	0.595	Plasma	2054043979	Gout
GXYLT1	12	42475647	0.238	Plasma	1991670553	Gout
C1S	12	7096351	0.82	Plasma	1956291257	Gout
TMEM132B	12	125670932	0.000408	Plasma	2074865838	Gout
C1RL	12	7242183	0.398	Plasma	1956437089	Gout
CPM	12	69235977	0.677	Plasma	2018430883	Gout
MANSC1	12	12478990	0.483	Plasma	1961673896	Gout
MANSC4	12	27915360	0.0606	Plasma	1977110266	Gout
PIANP	12	6802957	0.26	Plasma	1955997863	Gout
KRT1	12	53068520	0.87	Plasma	2002263426	Gout
LAG3	12	6881678	0.152	Plasma	1956076584	Gout
C1R	12	7187518	0.382	Plasma	1956382424	Gout
ART4	12	14978503	0.366	Plasma	1964173409	Gout
PCDH9	13	66876966	0.0587	Plasma	2149859118	Gout
EFNB2	13	107142093	0.5512	Plasma	2190124245	Gout
KL	13	33590561	0.4545	Plasma	2116572713	Gout
GAS6	13	114523522	0.4506	Plasma	2197505674	Gout
C1QTNF9	13	24881304	0.4791	Plasma	2107863456	Gout
SLITRK6	13	86366925	0.4764	Plasma	2169349077	Gout
DCLK1	13	36342789	0.1079	Plasma	2119324941	Gout
HS6ST3	13	96742361	0.8588	Plasma	2179724513	Gout
TNFSF13B	13	108903588	0.188	Plasma	2191885740	Gout
F10	13	113777113	0.6356	Plasma	2196759265	Gout
F7	13	113760102	0.3136	Plasma	2196742254	Gout
POSTN	13	38136720	0.7468	Plasma	2121118872	Gout
CPB2	13	46627321	0.4437	Plasma	2129609473	Gout
TPT1	13	45907606	0.8866	Plasma	2128889758	Gout
SLITRK5	13	88323626	0.5931	Plasma	2171305778	Gout
F10	13	113777113	0.8108	Plasma	2196759265	Gout
ESD	13	47345391	0.5199	Plasma	2130327543	Gout
GPC5	13	92050875	0.7097	Plasma	2175033027	Gout
THSD1	13	52951302	0.4578	Plasma	2135933454	Gout
MTIF3	13	28009780	0.8519	Plasma	2110991932	Gout
FREM2	13	39261214	0.2191	Plasma	2122243366	Gout
PYGL	14	51324609	0.6625	Plasma	2249386749	Gout
EVL	14	100437786	0.9987	Plasma	2298499926	Gout
MAX	14	65472892	0.0508	Plasma	2263535032	Gout
PPM1A	14	60712470	0.4292	Plasma	2258774610	Gout
AP1G2	14	24028774	0.906	Plasma	2222090914	Gout
SMOC1	14	70320848	0.6064	Plasma	2268382988	Gout
SERPINA10	14	94746797	0.7926	Plasma	2292808937	Gout
FLRT2	14	85996488	0.727	Plasma	2284058628	Gout
GNPNAT1	14	53241911	0.6935	Plasma	2251304051	Gout
ADSSL1	14	105190566	0.0662	Plasma	2303252706	Gout
PNP	14	20937113	0.492	Plasma	2218999253	Gout
RNASE3	14	21359544	0.7979	Plasma	2219421684	Gout
FBLN5	14	92335755	0.7186	Plasma	2290397895	Gout
AKT1	14	105235686	0.2458	Plasma	2303297826	Gout
NID2	14	52471521	0.5518	Plasma	2250533661	Gout
ATXN3	14	92510840	0.294	Plasma	2290572980	Gout
TCL1A	14	96176284	0.2398	Plasma	2294238424	Gout
PSME2	14	24612571	0.9203	Plasma	2222674711	Gout
DTD2	14	31915242	0.2577	Plasma	2229977382	Gout
GMPR2	14	24701628	0.3977	Plasma	2222763768	Gout
IGHG1|IGHG2|IGHG3|IGHG4|IGK@|IGL@	14	106202680	0.0199	Plasma	2304264820	Gout
SERPINA3	14	95078721	0.4903	Plasma	2293140861	Gout
LGALS3	14	55590828	0.3351	Plasma	2253652968	Gout
SERPINA5	14	95027779	0.4386	Plasma	2293089919	Gout
SERPINA4	14	95027779	0.6801	Plasma	2293089919	Gout
SERPINA1	14	94843084	0.4136	Plasma	2292905224	Gout
LGMN	14	93170152	0.6385	Plasma	2291232292	Gout
SERPINA3	14	95078721	0.5171	Plasma	2293140861	Gout
ENTPD5	14	74424713	0.858	Plasma	2272486853	Gout
ANG	14	21152336	0.3402	Plasma	2219214476	Gout
RNASE4	14	21152719	0.6892	Plasma	2219214859	Gout
RNASE6	14	21249427	0.9065	Plasma	2219311567	Gout
DLK1	14	101192042	0.9673	Plasma	2299254182	Gout
DLK1	14	101192042	0.8754	Plasma	2299254182	Gout
SERPINA12	14	94953611	0.987	Plasma	2293015751	Gout
ERO1L	14	53106633	0.9646	Plasma	2251168773	Gout
RNASE1	14	21269387	0.9994	Plasma	2219331527	Gout
COCH	14	31343720	0.5239	Plasma	2229405860	Gout
SERPINA9	14	94929054	0.3997	Plasma	2292991194	Gout
FAM177A1	14	35514113	0.6878	Plasma	2233576253	Gout
FUT8	14	65877310	0.1688	Plasma	2263939450	Gout
RNASE2	14	21423646	0.2823	Plasma	2219485786	Gout
CHGA	14	93389495	0.616	Plasma	2291451635	Gout
GALNT16	14	69725994	0.8708	Plasma	2267788134	Gout
VTI1B	14	68113802	0.9177	Plasma	2266175942	Gout
SERPINA11	14	94908801	0.3721	Plasma	2292970941	Gout
EDDM3A	14	21214046	0.6957	Plasma	2219276186	Gout
ACTN1	14	69340845	0.5779	Plasma	2267402985	Gout
APEX1	14	20923350	0.1637	Plasma	2218985490	Gout
WARS	14	100800127	0.5712	Plasma	2298862267	Gout
MTHFD1	14	64854749	0.8744	Plasma	2262916889	Gout
GSTZ1	14	77787339	0.298	Plasma	2275849479	Gout
MDGA2	14	47308832	0.3879	Plasma	2245370972	Gout
FAH	15	80444832	0.6993	Plasma	2385725648	Gout
ISLR2	15	74392652	0.1914	Plasma	2379673468	Gout
ANXA2	15	60639333	0.95772	Plasma	2365920149	Gout
MTHFS	15	80125927	0.31042	Plasma	2385406743	Gout
MESDC2	15	81238630	0.82075	Plasma	2386519446	Gout
SORD	15	45315345	0.29483	Plasma	2350596161	Gout
ANPEP	15	90328126	0.97566	Plasma	2395608942	Gout
STARD5	15	81601394	0.00351	Plasma	2386882210	Gout
SNUPN	15	75890424	0.07908	Plasma	2381171240	Gout
GREM1	15	33010205	0.40216	Plasma	2338291021	Gout
TYRO3	15	41849873	0.89554	Plasma	2347130689	Gout
NTRK3	15	88402982	0.17607	Plasma	2393683798	Gout
IL16	15	81451916	0.58811	Plasma	2386732732	Gout
SPINT1	15	41136216	0.20391	Plasma	2346417032	Gout
ACAN	15	89346667	0.31107	Plasma	2394627483	Gout
DLL4	15	41221538	0.09766	Plasma	2346502354	Gout
CSK	15	75074421	0.11094	Plasma	2380355237	Gout
IGF1R	15	99191768	0.68291	Plasma	2404472584	Gout
PKM2	15	72491370	0.38094	Plasma	2377772186	Gout
MFGE8	15	89441914	0.65827	Plasma	2394722730	Gout
FGF7	15	49715434	0.36301	Plasma	2354996250	Gout
ANXA2	15	60639333	0.5235	Plasma	2365920149	Gout
LINGO1	15	77905369	0.08019	Plasma	2383186185	Gout
SEMA7A	15	74701630	0.92803	Plasma	2379982446	Gout
GLCE	15	69452923	0.89368	Plasma	2374733739	Gout
SCG3	15	51973689	0.37249	Plasma	2357254505	Gout
CTSH	15	79213400	0.06233	Plasma	2384494216	Gout
NEO1	15	73344051	0.85811	Plasma	2378624867	Gout
