"","A001F","A002F","A003F","A004F","A005F","A006F","A007F","A008F","A009F","A010F","A011F","A012F","A013F","A014F","A015F","A016F","A017F","A018F","A019F","A020F","B347477A","B348452C","B348676C","B348741C","B348867B","B349202C","B349441C","B350402B","B350638C","B350819D","B350890B","B350951C","B351263B","B351443D","B351788D","B352277C","B352458C","B352738D","B352756B","B353024B"
"Anaerosacchariphilus_sp_NSJ_68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765165420105633,0,0,0,0.000684948937975396,0,0,0,0,0
"Anaerosporobacter_mobilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_butyraticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_caccae",0,0.0259333488377698,0,0.00782904315919502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148312313766181,0,0,0.0126365508207138
"Anaerostipes_hadrus",0.896163546468023,0,3.00447018590689,1.04782204303813,0.0378505959462566,0.320929604354895,0.466182478878996,0,0.125316349892984,0.408032047027913,0.521799997850216,0.903792249763085,0.0401605347890575,6.38559842434042,0.41234286916404,0.0179723010470418,0.206768244785902,0.68149987544197,0.153360223160718,0.367180343895626,0.901640741189724,0.00423717640807711,1.83019080777185,0.040390676515095,0.00240921953919568,0.00702720837597975,0,0.0684216677657975,0.670605740592413,0,0.00798162353818609,0,0,0,0.0812372702640679,0,0,0,0,0.415095035837874
"Anaerostipes_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_rhamnosivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_SGB4708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotignum_faecicola",0,0.00369818364970126,0,0,0.0248204414081888,0.10073499605908,0,0.0178995703394694,0.285661416742699,0.00344700471300568,0.207833855250176,0.517297297455508,0.039001680603446,0,0.000414127336529809,0.0180385628932555,0.596024432277942,0,0.477356678116584,0.0427879927316977,1.00115422097276,0,3.46925433070801,0.0635770159739404,0.0681968230049465,0.10041218989503,2.6958684860739,0,0,0,0.263419057275352,0.169833397050847,0.126868815721429,0,0.169009088190647,0,0,0.453647657534455,0.0295961563423167,1.8169618543838
"Anaerotignum_lactatifermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562778381376913,0,0,0
"Anaerotruncus_colihominis",0.0346626905278377,0.0446192049837796,0,0,0.000657694460104559,0.00325618974043206,0.00335290437642756,0,0.0388247210434577,0,0.000694330445600298,0.0347501188932621,0.00150529898939569,0,0,0.000241621580282978,0.0623967897236143,0,0,0,0.00782813178277713,0.0492071420528741,0,0.0286551856726879,0.0679057036001898,0.00328470586336127,0.028732020530017,0.0352991352895607,0,0,0.0913693683374704,0.00823988764348557,0,0.966796026341388,0.0621897700361871,0.00397643624493504,0,0.0435808645122964,0.0458827793308468,0.106250864865893
"Anaerotruncus_massiliensis",0,0.014877786672568,0,0,0,0,0,0,0,0,0,0,0.00318743423285872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725535857828122,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus_rubiinfantis",0.0191178171685677,0.0210000125550064,0,0,0,0,0,0.00157226086809941,0,0,0.00359174544556086,0,0.0056633005788713,0,0,0,0,0,0,0,0,0,0,0,0.0128199238910629,0.00305760938074416,0.00949135993787994,0,0,0,0,0,0,0,0.00759092895178917,0,0,0,0.00321886897587222,0
"Angelakisella_massiliensis",0,0.0224444578630227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239050327386512,8.47359510897396e-05,0,0,0,0,0
"Arachnia_propionica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501254417579128,0,0,0,0,0,0,0,0,0,0,0
"Arachnia_rubra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arachnia_SGB15898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arachnia_SGB15899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcanobacterium_sp_S3PF19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcanobacterium_urinimassiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthrobacter_dokdonellae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254330551569202,0,0,0,0,0,0,0,0,0
"Arthrobacter_nitrophenolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atlantibacter_hermannii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_deltae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_massiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_sp_oral_taxon_199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_sp_oral_taxon_416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_sp_oral_taxon_810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azospira_oryzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacilliculturomica_massiliensis",0.0278626043168919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_sp_FJAT_27916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_subtilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_acidifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_bouchesdurhonensis",0,0,0,0,0,0,0,0.00314452173619882,0,0.00711877786721946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678386064204966,0,0,0,0,0,0
"Bacteroides_caccae",0,0.431933410963439,3.77766017565825,0,3.16751352800225,2.29170196622945,2.99140635344473,0,0,5.94841655120684,0.0971708928186633,0.0814226298130898,0.549537325119361,0,0,0.235536494569803,0,1.24974811996227,0,0.799084102819038,0,0,0,0.0318221451026061,0.629828006166509,0.0266748043980041,1.16422398213954,0,1.02427715578049,0,0.214446919639718,0.0161640296445523,0.453415015581296,1.27609350516426,0.152027896683793,0.0437276874152144,0.44999757428663,3.12399591684048,0.141697749106282,0
"Bacteroides_cellulosilyticus",0.387387242037444,0.396195537736173,0,0,0,0.0114379558662964,0.0635315264886009,0.100541441554811,0.28523752000667,0,0.096967479090412,0.000688986362213268,0.0520197235138469,0,0.00113431512934166,0.00089683037088872,2.3627042063828,0,0.834138930668459,0.339063960747389,0,0,0.035366305218258,0.171343245539689,0,0,0.308863365035685,0,0,0,0.0804255221122853,0,0,0.0129226705615414,0.598813109112788,0.0300211895238029,0,0,0.00164598841956207,0.247802335851628
"Bacteroides_clarus",0,0,0,0,0,0,0,0.0012625416913669,0,0.00120793220673492,0,0.00431255850791766,0.00931897006274797,0,0,0.00156599269585656,0,0,0,0,0,0,0.28606602673551,0,0,0,0.359533080139119,0,0,0,0,0,0.0716278880632514,0.286176016965258,0,0,0.0811443222824995,0,0.129719188106877,0
"Bacteroides_congonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_cutis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_eggerthii",0,0,0,0,0.374119375370804,0,0.0250001654870318,0.0530403928904445,0,0,0,0.0574931231343197,9.53630610194302,0,0,0.00953249755763868,0,0,0,0,0,0,0,0,0,0.207990455428054,1.77624298976525,0,0,0,0,0,0.0221801388314232,0.283545992378698,0,0,0,0,0,0
"Bacteroides_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_finegoldii",0,0,0,0,0.0372884638310939,0,0,0,0.128576170694413,0.105318952675214,0.0591308392137805,0.0282519823031887,0.0121898427202698,0,0,0.0300868965140561,0,0,0,0,0,0,0.582796438060077,0.0276525614676365,0,0.00429663994735194,1.65639809314591,0,0,0,0,0,0,1.60788724232151,0,0.498852892742042,0.150562890303553,0,0.138868810013938,0
"Bacteroides_fluxus",0.459585587175655,0,0,0,0,0,0,0,0,0,0,0.0228853298887591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100669545130557,0,0,0,0,0,0,0,0
"Bacteroides_fragilis",6.67603260946594,0.808505421897636,0.0362010005905223,2.36971011867177,0,1.31495708138173,0,0.0242831217309727,3.36429775256812,0.0297538612714992,0.11561436144719,0,0,0.912217233578223,0.0193570706554874,0.00709252558388546,0,0.553567528163344,11.0276691638973,1.42336606910322,8.41075993562032,0.225808937006148,0.695850946968289,0.00265738827347817,0.315672740835344,0,0.00211261860701623,0.291410242645362,0.973318705856567,0,0.466850271695877,0.0373473479291615,0.0449719164594314,2.92162522067872,11.0895168900786,0.499707930761438,2.04877906040156,0.637998526369619,0.0184146309027226,1.78174862060483
"Bacteroides_intestinalis",3.28398442822102,0.180775329755008,0,0,0.0187997675781702,0.00701771060167768,0.0115165778716184,0.0495304897012901,0.0905796278668557,2.35869106935861,0.198788825171671,0.020319383930974,0.14835855203119,0,0,0.000697596690958239,0.0717248864667341,0.652344151129493,2.07216964782493,0.160083145191761,0.670239936429351,0.00156069530991448,0,0.459253533446644,0.00458461721734089,0.00709560753658042,0.238738524658558,0,0,0,0,0,0.042309314632844,0.162381481888626,0.0521748906883705,0.375081034742472,0,0.0387354117178726,0.00207503948912216,0
"Bacteroides_ndongoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_nordii",0.371732745107951,1.41915928635151,0.0623664967603084,0,0.193178606028155,0,0.0111058518617459,0.000760064204484338,1.0146591112588,0.278129829666987,0.190683115935357,0.0224728885215135,0.0151379177122129,0.11693328076706,0,0,0.0203720304956207,0,0.227294897392813,0.210885046863772,0.260482920363182,0.000205833662372,0,0,6.9054352222577e-05,0,0.00995906936067394,0,0,0,0.000326208269491973,0,0,0.000623307867178961,0.00112809779813606,0.000168845315993626,0,0.111374781502544,0,0
"Bacteroides_oleiciplenus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245645364095063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_ovatus",0.702799275106208,1.92101182339915,0.102481278344481,4.50958971370175,0.155309940283695,0.273035932705186,0.165893204935457,0.00673888153885914,0.282225269439141,0,0.0627792436019775,0.109184944273549,0.217054993923324,0,0.0139076935057976,0.0232724354363757,0,2.88857221916405,1.11064349437333,0.839902603858893,2.01371586105743,0.2723841905906,0.13298721802609,0.27412100033658,0.0431015579698811,0.16015419035331,0.0627315797387553,0,0.0707316640044439,0,0.218744613013178,0,0.526069978753728,3.11416135297157,0.570359295677216,2.34683289108814,0.096275812583914,0.213404543057604,0.144639255141152,0.0411904606539184
"Bacteroides_pyogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_rodentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0.482925097207484,0.00358158142697976,0,0,0,0.00517456163603824,0,0.000464854099920852,0,0,0.159992948948348,0.0650260611754633,0.0706589927798439,0,0.00125226496577298,0.00433813789937133,0.995781592054907,0,0,0,0,0.0298695294339327,0.0342412845424045,0.228610150244212,0.00994492458547543,0.00903035342754097,0,0,0,0,0,0,0,0.208919940709775,0.0104196548704843,0,0,0,0.12846222610112,0
"Bacteroides_SGB14754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344390885450036,0,0,0,0,0,0,0,0,0,0.0262890751928572,0,0,0,0,0,0
"Bacteroides_SGB15210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_SGB711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411832027529687,0,0,0,0,0,0
"Bacteroides_sp_AF16_49",0,0,0,0,0,0,0,0,0,0,0.396415273649533,0,0.0965295449785929,0,0,0,0,0,0.118240167369192,0,0,0,0,0,0,0,0.0659995655939423,0,0,0,0,0,0,0.0508401898974179,0,0,0,0,0,0
"Bacteroides_sp_AF39_11AC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872165105852674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_AM10_21B",0,2.59209043858854,0,0,0,0,0,0,0,0,0,0,1.64442363899612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48901264332224,0,0,0,0,0
"Bacteroides_sp_Marseille_P3684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868904764334758,0,0,0,0
"Bacteroides_sp_OF04_15BH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582155446207748,0
"Bacteroides_stercorirosoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_stercoris",0,0,0.361431240344547,1.00103270408879,0.916523172366735,4.36491721812818,0.113653481094427,0.00354751295535107,0,1.03322372474288,0.660501975580415,0.124221823183519,0,0,0,0.0898665974237808,0.939279876500272,0.388607212910912,0,0,3.02455312516067,4.03014467580014,0.0035547063464115,4.37647924580069,0.10332774750461,0.248656399755974,0.0261746127106405,0,0,0.443315307200727,0,0.278152977207867,1.94391500079447,0.408199872725812,0.0525153171301381,0.903321525478974,2.08676972682266,3.55595091416923,3.14701582762676,1.69674036427914
"Bacteroides_thetaiotaomicron",0.860288187991,1.28311319554028,0.175262568464219,1.27522763347639,0.226636930475612,0.900335353983921,0.0147558944341025,0.0448759993997527,1.87091596821863,0.146942530570571,0.186560959294945,0.222106246488693,0.248570236937106,3.19335655677893,0.00826381173017784,0.103752964846703,1.32110796661839,0.0837788361593353,1.17835255380932,0.776219512665786,5.76987858178008,0.307390747091122,0.279860322544311,0.781393689512371,0.0258145962802096,0.0679759317144827,0.851111487477858,0,0.501552951350175,0.586091920712649,0.137782150841278,0,0.220404989373215,5.64232168004779,0.433729018398552,1.07899585623925,0.0934339382468732,1.5794899601438,0.383777481272159,0.699434230393981
"Bacteroides_uniformis",11.7604499053518,11.557295125083,0.0556067264609636,0,4.01005035855602,0.776670984604956,0.0496682848156391,0.124489749080404,3.81142387264371,0.964105437560914,3.62947306646417,0.0998973064293706,4.01409253342804,5.95870004472067,0.0064107872128143,0.322429543593687,1.87427615586935,0.990226795036849,10.1282513776648,3.95802971767123,9.18608805822218,0.346194112574721,0.646659851977851,9.71936129078536,0.142622842506124,0.783700883066454,9.7309707762052,0.0377443777302925,0.631943100964065,0.459508740541231,0.171667258978607,0.437359358112222,1.09750693047236,5.88689432765217,8.22723992766799,6.34872796319999,2.32028678912915,20.0028612068568,2.19806544339337,4.03393236772994
"Bacteroides_xylanisolvens",1.09959137789899,0.086746406781139,0.48948578777296,0,0.0587374534970547,1.28709469673904,0.633948138383483,0.00592060584746479,0.14091770718532,5.2422757027829,1.00538605694797,0.12754681728991,0.0909898034358819,2.58611484702589,0,0.00623160791868095,0.216594625320266,0,1.109507262555,0.568926444241478,2.07609390438687,0.041897153877051,0,0.173158107135681,0.00400310621769235,0.0220546334130753,0.93664989551333,0,0.0586593803746449,0.105848578732109,0.026668443346284,0,0.0604189434699331,1.56343803179535,1.83318229563702,0.0182436779622771,0.00700270288689469,0.0417532833551384,0,0.775227074756158
"Baileyella_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bariatricus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050586687277281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_intestinihominis",0.0675571850937488,0.00461257490721679,0,0,0.0370068923308484,0,0.0373052673410735,7.08142611578295e-05,0,0.0270866578626606,0,0,0,0,0,0.00194234721314386,0,0.0417607930730715,0,0,0,0,0,0.872954458606019,0.190295340104174,0.0719169511107838,0,0,0,0,0.176241785481331,0.243983921489414,0.218384115296876,4.93315404157139,2.03606870646395,0,0,0,0,0
"Barnesiella_sp_An22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnesiella_sp_An55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beduini_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bergeyella_cardium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_adolescentis",0,0,0,0,0,0,0,0,0,0,0,0,0.334856049545552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222681789322565,0,0,0,0,0,0,0,0
"Bifidobacterium_animalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0555967784954,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_bifidum",0,0,0,0,0,0,0,0,0,0,0,0,0.0711957787058106,1.16487006261648,0,0,0,0,0,0,1.14485627266123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235013500997506,0
"Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39997334500146,0,0,0,0,0,0,0.0724460568291827,0,0,0
"Bifidobacterium_dentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666080905657727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588927006721246,0,0,0,0.480140765237609,0,0.00652466823390994,0,0.0232780892186472,0,0.0180779616151927,0
"Bifidobacterium_longum",0.316297117571583,0,0,0,0,0,0.00950601333059746,0,0.0112440858048695,0,0.0267262278924746,0,0.0223669555454075,0,0.105693024886429,0.00249245231690858,0,0.0381366069211769,0.048330091346977,0.00904292823377244,0.27126889450352,0,0,0.0845388221766605,0.0600828624958089,5.74182756460391,0.0290306947623171,2.76820291698802,0.664419482580885,0,0,0.0165464943888438,0.11074273926639,0.079139407958994,0,0.0201592906980677,0,0,0.0547445543706703,0.29224101988438
"Bifidobacterium_pseudocatenulatum",0.22531487409353,0,0.00569835566446469,2.42592608528039,0.0974886617323359,0.00340478420562278,0.358998017887347,0,0,0,0,0,0.0727148999752742,1.54881703860879,0.407333804945195,0.000379330046264075,0,0,0.0295969246652273,0,0,0,0,0.196809607450406,0.0258124654589164,1.50761230741235,0,0.0199582069454658,0.132431181882938,0,0.0365874748534073,0,0,0.175356312270709,0,0,0,0,0.0381818421928373,1.32232662365886
"Bifidobacterium_pseudolongum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pullorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580501236481048,0,0,0
"Bifidobacterium_SGB4589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilophila_SGB15450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilophila_SGB15451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilophila_SGB69261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilophila_wadsworthia",0.23341583771544,0.178089581113345,0.186268264769844,4.42060682333832,0.274005198558043,0.492937450115354,0,0.00224561034841946,0.902734901008209,0.0824618159563145,0.187661561723906,0,0.354194221208369,0.0265505207081838,0.0220217116060986,0.461307741301276,0.77382770938817,0.860436527547277,0.421267010013435,0.300316174598353,0,3.26497307153571,0.0113945271470357,0.321304333227325,0.366242741983686,0.0377304158122379,0.439899530624156,1.92948522606826,3.50920088027793,0,0.309967967264648,3.97367375461156,1.43626353069249,0.364813010681151,0.0376958896059103,0.777542708626061,0.0140362478466375,0.04132177159469,1.96682090214421,0
"Bittarella_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854829091507656,0,0,0,0,0.00801314652722035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_caecimuris",0.016521064005597,0,0.188832998420849,0,0,0.0453925454512139,0,0,0.102934971211053,0,0,0,0,0.194149738534088,0,0,0,0,0,0,0,0.10461460696914,0,0,0.00282741003384212,0,0,0.611878914302595,0.0854844970377436,0,0,0,0,0.0194613076781918,0,0,0.0296087147912224,0,0,0.00368690863912677
"Blautia_faecicola",0,0,0,0,0.0148260590970996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106405488759652,0,0,0,0,0,0,0.119894796493896,0,0,0,0,0.0273350998801941,0,0,0,0,0,0,0,0,0
"Blautia_faecis",0.223330821139881,0,0.00267303989871008,0,0.0381611430412826,0.00541892308496487,0.0661795517173892,0.00170090341814627,0,0.709997776299239,0.0257768783273339,0.0542235630191847,0.0431704306694151,0,0.0214022265247939,0.00332496110020299,0.0194515133068706,0.087584595141774,0.0438627025983502,0.266138593302552,0.0256661611490696,0,0.607432722718052,0.0562803278492331,0.00815622114915848,0.335951880619136,0.000618605176064484,0.469216988667323,0,0,0.0900313102682608,0,0.145851599884813,0.00799664288157318,0.0516355951035438,0.10206573638392,0,0,0.0320577414659332,1.59486012601747
"Blautia_glucerasea",0.00462760192358254,0,0,0,0.00345153129725315,0,0,0,0,0.0296600199891483,0.0343641884391111,0.0077576368845523,0.00141234089137423,0,0.00495942101410716,0,0,0.137863459853132,0.00110702723323274,0.0101907113390562,0,0,0.050381751866892,0,0,0.0195113090564271,0,0.144658017780469,0,0,0.436685034253242,0,0,0,0.0175253034062354,0,0,0,0.0236251671144813,1.04171329978714
"Blautia_hansenii",0,0,0.169824347787633,0.0909947106716675,0,0,0,0,0.00780426055104883,0,0,0,0,1.40349723626686,0,0,0,0,0.00678493778014263,0.0680460214568791,0,0.0869530950934372,0.0694539614626745,0,0.0371353201182935,0,0.134132087608719,0.0484809929103988,0,0,0,0,0,0,0.0271400353624051,0,0.0540345923758634,0,0,0
"Blautia_hydrogenotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32753565491587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_luti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428215251016134,0,0,0.0267244187069221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_marasmi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_massiliensis",0.453382918661408,0.0176625579825561,0,0.0989051081016458,0.308876316082855,0,0.162226452213898,0.00469738722569147,0,0.302448956237068,0.033013175985494,0.00792798018529623,0.014732984282504,0.377323315628532,0.0711369050476847,0.00484578702484028,0.0220833854568462,0.0747636792375199,0.10818599426411,0.0562437148241069,0,0,0.339919989129544,0,0.0103906912588989,0.374219257660443,0.00421925312644969,0.742982325865633,0,0,0.0526370523965008,0.0150180136411198,0.202445540631085,0,0.26633605184958,0.0296153756003037,0,0.0397072301298338,0.0220837177609986,0
