clade_name	Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	1.50916	0.51155	0.8114	0.8118	0.18001	1.40165	0.11997	0.51841	1.16769	1.6109	0.15947	1.60006	0.09197	1.40171	1.86906	0.18717	1.17519	0.0701	0.07916	1.4145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634	1.17991	0	0	0	0	0	0	1.15118	0	0	0	0	0	0	0	0.04111	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	1.15045	0.96014	0.4757	1.11117	0.5097	0.17151	0.11177	0.46701	0	11.15947	0.14641	0	0.51101	0.01871	0	1.49789	0.07951	1.19116	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	1.91014	0.15907	4.56616	0	5.18061	1.46708	1.91197	0.18041	1.80104	1.51786	11.71667	1.08118	11.05517	1.40168	11.57171	7.46411	4.98651	16.55605	8.84869	0.00177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	1.65611	0.67119	11.54811	5.65111	1.18564	1.77889	1.0119	0.01115	1.61811	1.69587	0.59116	5.1551	7.11767	0.11916	1.71781	0.11507	1.54119	6.11891	5.50477	1.16771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	1.61905	1.01611	0	0.01951	0.01856	0.11146	0.15546	0.55901	0.40116	0.04984	1.74114	1.44186	0.11411	0.9169	8.61755	0.11111	1.1011	0.01881	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger	1.4911	0.14818	0	0	1.01661	0	0.88019	0.05811	0	0.11746	1.06898	0	0	0.16611	0	4.05111	0.00017	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	1.44554	0.01607	1.71151	1.16764	1.1817	0.16711	0.68415	0.11476	0.17985	4.15041	0.04194	1.11159	4.18598	0.14651	0.44158	1.17916	0.09057	1.11804	0.15414	0.0175
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira	1.18468	0.15667	0	0	1.47187	1.57511	1.41816	1.46579	0	0	11.07871	0	0.1989	0	0	0.00046	0.0094	0.08191	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.95997	0.08146	0	0	0.71496	0	1.05711	0.00697	0	0.48151	0	0	0	0.7608	0.15188	0.00491	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713	0.9171	0	0	0	0.0709	0	0	0.18144	0	0.14604	0	0	0	0.00194	0	1.14196	0.10641	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635	0.79547	4.97711	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	1.5881	0.45489	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	0.79141	0	0	0	0.00906	0	1.04111	0.67674	0	0.04417	1.6155	0	11.15517	0	0.01114	1.15578	1.11457	0.0051	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB4248	0.75111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.61617	0	0	0	1.10407	0	0	0.59104	0	0	0	0	0	0	0.11576	0.77874	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.59757	0	0.00118	1.11611	0.04615	0.00187	0.10814	0	0.01911	0	1.07114	0	0	0.45908	0.17515	9.51516	0.01966	1.41155	0.40581	1.10041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus	0.59191	0	0	0	0.14419	0	0.00166	0.01797	0.44815	0.5856	0.05815	0	1.15814	0	0	0.1174	0.04719	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.57151	0.16111	1.01168	4.71161	4.56614	1.15165	1.54991	6.85064	1.11071	1.50164	1.01516	0.7051	0.56161	0.18811	1.19956	0.59541	5.04155	6.58786	1.49696	1.76461
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.51151	0.44154	0	0	0.01596	0.01015	0.08197	0.09951	0.08078	0.01111	0.01949	0.00811	0.17164	0.07017	0.11161	0	0.11541	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.47659	0.00591	0.01941	0	0.08597	0.01154	0.05011	0	0.00151	0	0	0.11714	0.1176	0.01451	0.04141	0.01111	0.00191	0.01911	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	0.4561	0.18564	0.11496	6.11151	0.10719	0.90181	0.10484	0.01104	0.68175	0.00884	1.01598	11.18119	1.00415	0.11967	1.51616	0.01115	0.11101	0.47617	0.08561	1.57464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	0.41661	0.05041	0.47965	0.11095	0.01161	0.00561	0.05461	0.00111	0.10519	0	0.01895	0.10451	0.00171	0.01911	0.1601	0	0.01679	0	0	1.01188
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	0.41901	0	0	0.11158	0.14156	0.01811	0.0955	0.01111	0.01106	0.0875	0.00449	0	1.10141	0	0.08141	0.0819	0.01108	0.11108	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747	0.19014	0.15817	0	0	0	0	0	0.69117	0	0	0	0	0	0	0	0.06118	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469	0.16914	0	0	0	0.00687	0	0	0.08644	0	0	0	0	0	0	0	0.51106	0.08111	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.16818	0	8.85951	0	0.18191	0	1.15719	0.18614	0.04874	1.17989	0	0.04086	0.01151	0.70711	1.06761	0.16179	0.85745	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3632	0.16487	0	0	0	0	0	0	0	0	0	0	0	0.0117	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.15164	0.1114	0	0	0.18545	0.10171	0.10175	0.10459	0.1401	0.18615	0.01064	0	0.0414	0.18156	0.17511	0.01684	0.40596	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	0.1111	0.01111	1.68196	0.51516	0.01441	0.11108	0.14477	0	0.07511	0.10065	0.889	0.00884	1.71689	0.06176	0.00576	0.01177	0	0.10541	0.87511	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	0.11746	0.04166	0	0	0	0.01155	0.1165	1.18156	0	0.01018	0.06708	0	0.18004	0.05697	0	0.4601	0.01891	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.11107	0.17091	0	0.1109	0.10815	0.00977	0	0.1756	0.01071	0	0	4.11671	0.00814	0.00816	0.9151	1.04101	1.68561	0.57611	47.87691	0.16181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6554	0.1105	0	0	0	0	0	0	0	0	0	0	0	0	0.01751	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9531	0.11984	0.14971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	0.10101	0.01557	0.01858	0.18461	0	0.17171	0.11601	0	0.10011	0	0.07514	0.589	0.01141	0.05911	0.18061	0.07454	0.01151	0	0.0111	0.01917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	0.18471	0.57515	0.15816	0.11711	0.70111	0.41861	1.45715	0.07877	0.44911	0.65968	0	0.69171	0.41091	1.10491	0.89641	1.06476	0.87718	0.11865	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574	0.18111	0.05971	0	0	0	0	0	0	0	0	0	0	0	0.46886	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.16149	0.14411	0.11165	1.0116	0.15861	0.17518	0.18814	0.01741	0.17181	0.01184	0.7685	0.51	0	0.17464	0.67118	0.06074	0.14156	0.10141	0.1169	8.11011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	0.15177	0.71407	0.86675	0.50666	1.50541	1.45404	0.1414	0.49684	0.16016	14.01766	1.11146	0.01815	1.15018	5.55571	0.04111	0.157	1.10115	0.70511	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712	0.10668	0	0	0	0	0	0	0.07598	0	0	0	0	0	0	0	1.95111	0.06791	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB9197	0.19794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01501	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.19155	0.1894	0.17161	4.19716	0.19156	0.68111	0	0.0117	0.94111	0.09115	0	4.64071	0.00611	0.11599	0.60187	0.04167	0.78514	1.74756	1.17087	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	0.18509	0.11908	0	4.14599	1.11991	10.11769	6.16615	1.56586	1.16781	5.10615	0.15045	0	1.75176	0	0.16014	0.1101	1.51611	1.80197	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified	0.18416	0.07714	0	0	0.01616	0	0.01711	1.91987	0.00917	0.14111	0.01111	0.01816	0.17014	0.01856	0.18955	0.01768	0.56061	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760	0.18066	0.011	0	0	0	0	0	0.0064	0	0	0.16996	0	0	0.08567	0.06144	0.81817	0.55104	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767	0.17846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01947	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella	0.17819	0.01065	10.17069	1.18914	0	1.91101	0	0	0	0	1.87466	0.76717	0.00101	0.11005	0.80098	0	1.51948	0.08049	0	0.0619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.16461	0.05507	0	0	0.00641	0	0	0.04165	0	0	0.64006	0	0.01111	0.18141	0	0.19791	0.17171	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter	0.15487	0	0	0	0	0	0	0	0.06181	0	0.11197	0	0.56455	0	0	0	0.41984	0.00516	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708	0.14704	0.00857	0	0	0	0	0	0.019	0	0.00087	0	0	0	0.17176	0	0.15649	0.09016	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	0.14608	0.11184	0	0.6576	0.19197	0.18685	0.46116	0.08181	0.15896	1.41415	0.11	0	1.56101	0.07461	0.4017	0.11197	0.0781	1.78711	0.15157	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928	0.11647	0.11895	0	0	0	0	0	0.0111	0	0	0	0	0	0	0	1.07681	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium	0.11419	0.11467	0	0	0.05169	0.01178	0.01401	0.05086	0	0.0181	0.18986	0	0	0.0711	1.10447	0.19181	0.17741	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.11156	1.14469	1.77119	0	0.99105	4.11811	1.10886	1.16006	1.50576	1.17051	1.07464	1.18961	0.05119	1.15115	6.90411	1.11018	1.15151	0.11745	0.6854	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.11165	0.11751	0.00157	0.79816	0.06887	0.15017	1.14504	0.01171	0.16075	0.00846	0.17984	1.11687	0.91011	0.06681	1.94056	0.41489	0.17981	0.01116	0.01119	0.10588
k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970|g__GGB51884	0.1101	0	0	0	0.06117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.1019	0.01181	0.01101	0.18841	0.0576	0	0.00501	0	0.00918	0.01177	0.06575	0.66915	0.06114	0.01064	0.01461	0.04801	0.01111	0.11445	0.08745	1.17116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74403	0.08961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.08741	0.01811	0	0	0.00465	0	0.17715	0.00449	0	0.00141	0.16114	0	0.01198	0.01119	0.10159	0.01484	0.10717	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707	0.08118	0.07414	0	0	0.00769	0	0	0.01654	0	0.00511	0	0	0	0	0	0.16195	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0.08111	0.14198	0	0	0.00168	0.0111	0.01115	0.00615	0.10456	0	0.01011	0.11114	0	0.05061	0.19681	0.00447	0.14181	0.01011	0	0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3815	0.07514	0	0	0	0	0	0	0.01174	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.07151	0.01147	0.11916	0.01111	0.04791	0.0791	0.01819	0.09918	0.01066	0.00811	0.66611	0.05761	0.11709	0.00184	0	0	0.06111	5.01561	1.15811	0.60871
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0.07051	0	0	0	0	0	1.70011	0	0	0	0	0	0.51817	0.15781	0	0.84154	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas	0.06616	0	0	0	0	0.07175	0.00917	0	0	0	0.11119	0	0.18881	0.06168	0.01151	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB80108	0.05698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797	0.05641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228	0.05565	0	0	0	0.00461	0	0	0.01049	0	0	0	0	0	0	0.99617	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724	0.05187	0.04568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.04411	0	0.00179	0.06811	11.0401	0	7.10015	54.11081	0	0	0	0.01861	0.00107	0.00116	17.90778	1.66814	9.16071	19.75	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter	0.04111	0.01111	0	0.17961	0.41577	0.41641	0.48865	0.01671	0	0.644	0.14105	0	5.09719	0	0	0.58941	0.01611	0.67579	0.00918	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus	0.01999	0.00881	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0.0196	0	0.101	0	0.06416	0.01658	0.15408	0.00164	0	0.11419	0	0	0.80151	0.06101	0	0	0	0.11716	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6568	0.0194	0	0	0	0	0	0	0	0.07011	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175	0.0175	0	0	0	0	0	0	0	0	1.11484	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.0165	0	0	0	0	0	0.0641	0	0.17598	0	0	0	0	0	0.01888	0	0.01109	0.00106	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	0.0116	0.00759	0	0	0.01548	0	0	0	0	0.00147	0	0	0	0	0	0.15478	0.00471	0.00405	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9766	0.01145	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16649	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	0.01141	0.11666	0.1161	1.51918	0.04688	0.5114	0.01115	0.04811	0.61075	0.11685	0.14111	4.71075	0.11115	0.99566	0.17587	0.00186	0.81076	0.11866	0	0.01447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982	0.01117	0	0	0	0	0.00961	0	0.01048	0	0	0	0	0.17154	0.01161	0.11144	0	0.08607	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea	0.01975	0.01178	0.05511	0.11169	0.00105	0.14187	0	0.01186	0	0.00166	0.09191	0.6155	0	0	0.17019	0.01451	0.0457	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458	0.01808	0	0	0	0	0	0	0.00111	0	0.0005	0	0	0	0	0	0.01119	0	0.15765	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	0.01714	0.07109	0.05115	0.01859	0.08165	0.14111	0.11961	0.04511	0.06011	0.14191	0.60479	0	0.41991	0.00418	0.01185	0.01711	0.11159	0.15198	0	1.54765
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434	0.01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01141	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261	0.01691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0.01686	0	0	0.01586	0.07111	0	0	0.11167	0.00041	0.06751	0	0	0.00678	0.10461	1.97978	0.00986	0.11176	0	0	0.05161
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.01596	0	0	0	0.06618	0.17181	0.17161	0.00454	0.18111	0.0111	0.07819	0.16041	0.05041	0.01166	0.17076	0.01561	0.06907	0.01094	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0.01584	0.01791	0	0	0	0	0	0.01111	0.01101	0	0	0	0	0	0.01575	0	0.01916	0.00841	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus	0.01176	0.01159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1149	0	0	0
k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345|f__FGB2345|g__GGB6470	0.01166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787	0.01994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05916	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Bacilliculturomica	0.01981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella	0.01951	0	0	0	0	0	0	0	0.06171	0	0.01181	0.04558	0	0.04411	0.10108	0	0.00107	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum	0.01811	0.04519	0	0.65718	0.11145	0.1411	0	0.07491	0.1016	0.18118	0.01168	0.17749	0.78015	0.11194	0	0.17441	0.11071	1.46109	0.11449	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0.01791	0	0	0.00119	0	0	0.01166	0.0001	0.01016	0	0	0	0.11111	0.00078	0.01949	0.00479	0.00955	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.01784	0	0	0	0.0111	0	0	0	0.01915	0	0	0.04068	0	0.00111	0.00095	0	0.04198	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera	0.01745	0	0	0	0.00558	0	0.1457	0.16745	0	0	0	0	0.01199	9.49779	0	0.47577	0.00491	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0.01596	0	0.01184	0.05444	0.01606	0.11146	0.01766	0	0	0.01811	0.08611	0	0.41547	0	0	0.07155	0.0664	0.04181	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818	0.01481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000	0.01417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653	0.01151	0	0	0	0	0	0	0.00118	0.01161	0	0	0	0.00548	0.00119	0.01107	0	0.01681	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848	0.01118	0.01814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus	0.01111	0	0	0	0	0	0	0	0	0	0	0	0.01671	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea	0.00975	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0.01057	0.00011	0.011	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619	0.00916	0	0	0	0	0	0	0.00707	0.00074	0	0	0	0	0.04017	0.0116	0	0.0099	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561	0.00811	0	0	0	0	0	0	0	0	0.01011	0.08187	0	0	0	0	0.0044	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter	0.00788	0.01805	0.01055	0	0.00779	0	0.01195	0	0	0	0.15671	0.1476	0.14418	0.08601	0.76179	0.01511	0.11104	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB9296	0.00716	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus	0.00645	0.00581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1538|o__OFGB1538|f__FGB1538|g__GGB3892	0.00566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3444	0.00517	0	0	0	0	0	0	0	0	0	0.00696	0	0	0.01511	0	0	0.00165	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
