,Healthy01,Healthy02,Healthy03,Healthy04,Healthy05,Healthy06,Healthy07,Healthy08,Healthy09,Healthy10,Patients01,Patients02,Patients03,Patients04,Patients05,Patients06,Patients07,Patients08,Patients09,Patients10
GGB4659_SGB6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4661_SGB6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4663_SGB6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4664_SGB6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4669_SGB6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4671_SGB6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4672_SGB6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4676_SGB6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4682_SGB6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4684_SGB6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4684_SGB6478,0,0,0,0,0,0,0,0.21119,0,0.02208,0,0,0,0,0,0,0,0,0,0
GGB4687_SGB6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4694_SGB6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4698_SGB6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4699_SGB6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4700_SGB6506,0,0,0,0,0,0,0,0.13498,0,0,0,0,0,0,0,0,0,0,0,0
GGB4703_SGB6510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4704_SGB6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4706_SGB6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4711_SGB6524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4713_SGB6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4717_SGB6533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4721_SGB6537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4723_SGB6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4723_SGB6541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4727_SGB6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4727_SGB6548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4745_SGB6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4750_SGB6579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4754_SGB6584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4768_SGB6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB47687_SGB2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4769_SGB6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4773_SGB6607,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,0,0,0
GGB4774_SGB6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB47956_SGB71712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4802_SGB6641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48144_SGB66146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48159_SGB105301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48159_SGB105302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48165_SGB66168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48169_SGB66172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48538_SGB66596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB48567_SGB66627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4884_SGB6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4897_SGB106351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB49418_SGB69331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4964_SGB6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB4979_SGB6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB5027_SGB48267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB50281_SGB70357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51139_SGB71360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51269_SGB5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51269_SGB5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51420_SGB4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51441_SGB71759,0,0,0,0,0.0015,0,0,0,0,0.02006,0,0,0.04047,0,0,0,0,0,0,0
GGB51510_SGB71883,0,0,0,0,0,0,0,0,0,0,0,0.03388,0,0,0.01101,0,0,0,0,0
GGB51647_SGB4348,0,0,0,0,0,0,37.44818,1.47144,0,0,0,0,0.00439,1.02419,0,2.53103,0.00986,0.00163,0,0
GGB51884_SGB49168,0.1102,0,0,0,0.06127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB51959_SGB72479,0,0,0,0,0,0,0.0033,0,0,0,0,0,0.0581,0,0,0,0,0,0,0
GGB51960_SGB72480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB52002_SGB72669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB52106_SGB72838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB52130_SGB14966,0,0,0,0,0,0,0.04984,0,0,0,0,0,0.13204,0,0.00161,0.11035,0,0,0,0
GGB52283_SGB73075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB53985_SGB6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB55957_SGB77276,0,0,0.02952,0.01276,0,0,0.00357,0,0.01576,0,0,0,0,0,0,0,0,0,0,0
GGB57353_SGB58537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB58158_SGB79798,0,0,0,0,0,0,0.03169,0,0,0,0.00434,0,0,0,0.05314,0,0,0,0,0
GGB58233_SGB79883,0,0.00488,0,0,0,0.00485,0,0,0,0,0,0.00803,0.00021,0,0.00482,0,0,0,0,0
GGB58485_SGB80143,0,0,0,0,0.00489,0,0,0.00939,0,0,0,0,0,0,0,0,0,0,0,0
GGB58508_SGB80166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB58714_SGB5072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB5973_SGB4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB59744_SGB2275,0,0.03073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB5980_SGB8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB5988_SGB8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6010_SGB8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6012_SGB8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6020_SGB14985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02006,0,0,0,0,0.98665
GGB6123_SGB8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6132_SGB8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB62540_SGB2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6470_SGB9153,0.02266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6512_SGB9197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6512_SGB9198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6513_SGB9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6518_SGB9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6520_SGB9209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6521_SGB9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02037,0,0,0,0
GGB6529_SGB9222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6546_SGB9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6547_SGB9247,0,0,0,0,0,0.30293,0,0,0,0,0.47856,0,0,0,0,0,0,0,0,0
GGB6554_SGB9256,0.3205,0,0,0,0,0,0,0,0,0,0,0,0,0.02751,0,0,0,0,0,0
GGB6565_SGB9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6567_SGB9277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6568_SGB9279,0.0394,0,0,0,0,0,0,0,0.07022,0,0,0,0,0,0,0,0,0,0,0
GGB6569_SGB9281,0,0,0,0.04315,0,0,0,0.0685,0,0,0.01855,0,0.30262,0.03513,0,0,0,0,0,0
GGB6572_SGB9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6573_SGB9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6574_SGB9289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6574_SGB9290,0.28221,0.05973,0,0,0,0,0,0,0,0,0,0,0,0.46886,0,0,0,0,0,0
GGB6580_SGB9301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6584_SGB9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6585_SGB9307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6601_SGB9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6608_SGB9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6610_SGB9344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6612_SGB9346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB6648_SGB9389,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0
GGB6813_SGB9727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB70521_SGB94953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB70873_SGB95326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB70875_SGB48103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB7107_SGB10420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB71855_SGB98856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB72452_SGB4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74403_SGB53807,0.08963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74447_SGB1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74447_SGB1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74463_SGB54347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74476_SGB2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74510_SGB47635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74511_SGB105989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74552_SGB9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB74802_SGB47402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB75029_SGB47433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB753_SGB989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB763_SGB1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB77437_SGB9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB778_SGB1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB781_SGB1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79104_SGB105821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79118_SGB105839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79394_SGB105952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79395_SGB105947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB794_SGB1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79419_SGB105985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79630_SGB13983,0,0,0,0,0,0,0,0,0,0.00497,0,0,0,0,0,0,0,0,0,0
GGB79630_SGB2288,0,0,0,0,0,0,0,0,0,0.03345,0,0,0,0,0,0,0,0,0,0
GGB79634_SGB5832,0,0,0,0.01964,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0.01149,0,0
GGB79648_SGB4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79652_SGB15211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79654_SGB5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79678_SGB4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79697_SGB8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79734_SGB15291,0,0,0,0,0.15286,0,0.06254,0.01646,0,0,0,0,0,0,0,0.65713,0,0,0,0
GGB79741_SGB1950,0,0,0,0,0.00912,0,0.08972,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79743_SGB1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79751_SGB6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79758_SGB14216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79770_SGB15022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79819_SGB4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79908_SGB47660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79916_SGB4587,0,0,0,0.37151,0,0.18732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79930_SGB6334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79964_SGB15109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79997_SGB1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB79998_SGB48024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80000_SGB58382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04011,0,0,0
GGB80003_SGB14846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80009_SGB53574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80011_SGB15265,0,0,0,0,0,0,3.44825,0.20566,0.19733,0,0,0,0,0,0,1.35898,0,0,0,0
GGB80011_SGB15267,0,0,0,0,0,0,0,0,0,0.05474,0,0,0,0,0,0,0,0,0,0
GGB80012_SGB15003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80017_SGB63183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80055_SGB4053,0,0,0,0,0,0,0.02261,0,0,0,0,0,0,0,0,0.12231,0,0,0,0
GGB80073_SGB9385,0,0,0,0,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80093_SGB1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80095_SGB2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80108_SGB59650,0.05698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB80140_SGB15224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB8965_SGB13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9059_SGB13976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9060_SGB13977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9061_SGB13979,0,0,0,0,0,0,0,0.09964,0,0,0,0,0,0,0,0,0,0,0,0
GGB9062_SGB13981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9063_SGB13982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9067_SGB13986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9072_SGB13992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9072_SGB13993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9074_SGB9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9075_SGB13997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9076_SGB13998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9076_SGB13999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9081_SGB70926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9082_SGB14007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9083_SGB14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9088_SGB14017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9091_SGB14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9093_SGB14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9093_SGB14024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9094_SGB14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9095_SGB14026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9101_SGB14033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9106_SGB54309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9110_SGB14043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9171_SGB14109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9172_SGB14110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9176_SGB14114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9184_SGB14123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9185_SGB14124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9186_SGB14125,0,0.00287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9189_SGB14128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9197_SGB14136,0.19794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03502,0,0,0,0
GGB9209_SGB14148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9210_SGB14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9211_SGB14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9237_SGB14179,0,0,0,0,0,0,0,0.01618,0,0,0,0,0,0,0,0.0135,0,0,0,0
GGB9239_SGB14181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9240_SGB14182,0,0,0,0,0,0,0,0,0,0.00863,0,0,0,0,0,0,0,0,0,0
GGB9249_SGB14193,0,0,0,0,0,0,0,0.0326,0,0,0,0,0,0,0,0,0,0,0,0
GGB9252_SGB14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9253_SGB14199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9258_SGB14205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9261_SGB14209,0.02691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9264_SGB14212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9266_SGB14215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9275_SGB14227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9278_SGB14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9279_SGB14232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9282_SGB14235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9285_SGB14238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9286_SGB14240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9288_SGB14243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9289_SGB14244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9290_SGB14247,0,0,0,0,0,0,0,0.06856,0,0,0,0,0,0,0,0,0,0,0,0
GGB9291_SGB14248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9293_SGB14250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659,0,0,0
GGB9296_SGB14253,0.00716,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0
GGB9299_SGB14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9302_SGB14263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9303_SGB14264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9309_SGB14270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9328_SGB14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9334_SGB14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9334_SGB14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9336_SGB14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9342_SGB14306,0.00069,0,0,0,0,0,0,0.09529,0,0.08331,0,0,0,0.09585,0,0.22218,0,0,0,0
GGB9343_SGB14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9345_SGB14311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14433,0,0,0
GGB9348_SGB14315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9350_SGB14317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9355_SGB14328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9357_SGB14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0
GGB9357_SGB14332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10216,0,0,0,0,0,0
GGB9359_SGB14334,0,0,0,0,0.06318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9361_SGB14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9399_SGB14744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9400_SGB14745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9400_SGB14747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9411_SGB14764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9414_SGB14778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9420_SGB14786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9421_SGB14789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9423_SGB14002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9424_SGB14794,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0.1343,0,0,0,0
GGB9424_SGB27144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9425_SGB14795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB9434_SGB14812,0.02704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02142,0,0,0,0
